med_display_name,rxnorm_concat,med_dose_unit_desc,ingredient_concept_id,variable_name
furosemide (LASIX) 100 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,diuretics
furosemide (LASIX) 120 mg in 0.9 % NaCl 50 mL,| 313002 | 727575 |,mg,956874,diuretics
furosemide (LASIX) injection 10-30 mg,| 727575 |,mg,956874,diuretics
spironolactone (ALDACTONE) sugar-free oral liquid 50 mg,| 198222 |,mg,970250,diuretics
olmesartan-amLODIPine-hydroCHLOROthiazide (TRIBENZOR) 40-10-25 MG TABS 1 capsule,| 999991 |,capsule,974166,diuretics
furosemide (LASIX) 80 mg in 0.9 % NaCl 50 mL ivpb,| 313002 | 727575 |,mg,956874,diuretics
"CISplatin (PLATINOL) 111 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 156 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) 500 mg in sterile water 5 mL IV,| 107129 | 307702 |,mg,929435,diuretics
mannitol 20 % infusion 112 g,| 6628 |,mg,994058,diuretics
mannitol 20 % infusion 63 g,| 6628 |,mg,994058,diuretics
INV furosemide (RenalGuard) injection 33.3 mg,| 727575 |,mg,956874,diuretics
acetaZOLAMIDE (DIAMOX) tablet 250 mg,| 197304 |,mg,929435,diuretics
"D5W-0.45 % NaCl 1,000 mL with potassium chloride 20 mEq, magnesium sulfate 10 mEq, mannitol 28,000 mg infusion",| 6585 | 9863 | 204520 | 311450 |,ml/hr,994058,diuretics
acetaZOLAMIDE ER (DIAMOX) 12 hr capsule 500 mg,| 562524 |,mg,929435,diuretics
"CISplatin (PLATINOL) 103 mg, mannitol 17.1 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) 20 mg in 0.9 % NaCl 50 mL ivpb,| 313002 | 727575 |,mg,956874,diuretics
bumetanide (BUMEX) 1 MG tablet,| 197418 |,mg,932745,diuretics
"mannitol 19 g in 0.9 % NaCl 1,000 mL IV",| 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) tablet 160 mg,| 313988 |,mg,956874,diuretics
bumetanide (BUMEX) tablet 1.5 mg,| 197417 |,mg,932745,diuretics
furosemide (LASIX) 500 mg in 50 mL infusion **High Concentration**,| 313002 | 727575 |,mg/hr,956874,diuretics
mannitol injection 12.5 g,| 311450 |,mg,994058,diuretics
metOLazone (ZAROXOLYN) tablet 20 mg,| 311671 |,mg,907013,diuretics
furosemide (LASIX) injection 40.5 mg,| 727575 |,mg,956874,diuretics
furosemide (LASIX) 20 MG/ML injection 80 mg,| 727575 |,mg,956874,diuretics
"CISplatin (PLATINOL) 35 mg, mannitol 20 % 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 47 mg, mannitol 7.85 g in 0.9 % NaCl 800 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"chlorothiazide (DIURIL) 1,000 mg in sterile water 35.71 mL IV",| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 125 mg, mannitol 20.9 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) injection 200 mg,| 307702 |,mg,929435,diuretics
bumetanide (BUMEX) injection 3 mg,| 282486 |,mg,932745,diuretics
mannitol injection 38.55 g,| 311450 |,mg,994058,diuretics
spironolactone (ALDACTONE) 10 MG/ML sugar-free oral liquid 25 mg,| 198222 |,mg,970250,diuretics
acetaZOLAMIDE (DIAMOX) injection 110 mg,| 307702 |,mg,929435,diuretics
mannitol 20 % infusion 74 g,| 6628 |,mg,994058,diuretics
furosemide (LASIX) oral solution 160 mg,| 197730 |,mg,956874,diuretics
metOLazone (ZAROXOLYN) tablet 10 mg,| 197979 |,mg,907013,diuretics
bumetanide (BUMEX) injection 0-2 mg,| 282486 |,mg,932745,diuretics
spironolactone (CAROSPIR) oral suspension 25 mg,| 104232 |,mg,970250,diuretics
chlorthalidone (HYGROTON) tablet 37.5 mg,| 197499 |,mg,1395058,diuretics
mannitol 20 % infusion 46 g,| 6628 |,mg/kg,994058,diuretics
triamterene-hydrochlorothiazide (MAXZIDE-25) 37.5-25 MG per tablet 0.5 Tablet,| 310812 |,tablet,904542,diuretics
"CISplatin (PLATINOL) 130 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 72 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) 50 mg in 0.9 % NaCl 25 mL infusion,| 313002 | 727575 |,mg/kg/hr,956874,diuretics
furosemide (LASIX) solution 60 mg,| 197730 |,mg,956874,diuretics
mannitol 20 % infusion 77 g,| 6628 |,mg,994058,diuretics
furosemide (LASIX) injection 2 mg,| 727575 |,mg,956874,diuretics
mannitol 20 % infusion 74 g,| 6628 |,mg/kg,994058,diuretics
furosemide (LASIX) injection 10-80 mg,| 727575 |,mg,956874,diuretics
furosemide (LASIX) 200 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,ml/hr,956874,diuretics
"CISplatin (PLATINOL) 69 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 46 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
indapamide (LOZOL) tablet 5 mg,| 197815 |,mg,978555,diuretics
"CISplatin (PLATINOL) 102 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol 20 % infusion 82 g,| 6628 |,mg/kg,994058,diuretics
bumetanide (BUMEX) injection 2.5 mg,| 282486 |,mg,932745,diuretics
"CISplatin (PLATINOL) 125 mg, mannitol 20 % 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 57 mg, mannitol 20 % in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
furosemide (LASIX) 200 mg in 0.9 % NaCl 100 mL infusion,| 313002 | 727575 |,mg/kg/hr,956874,diuretics
mannitol 20 % infusion 104 g,| 6628 |,mg/kg,994058,diuretics
spironolactone (ALDACTONE) sugar-free oral liquid 25 mg,| 198222 |,mg,970250,diuretics
bumetanide (BUMEX) tablet 2.5 mg,| 197417 | 197418 |,mg,932745,diuretics
metOLazone (ZAROXOLYN) oral liquid 17.28 mg,| 311671 |,mg,907013,diuretics
indapamide (LOZOL) tablet 2.5 mg,| 197815 |,mg,978555,diuretics
"losartan (COZAAR) 50 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 979492 |,each,974166,diuretics
"CISplatin (PLATINOL) 152 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) 10 MG/ML solution 20 mg,| 197730 |,mg,956874,diuretics
0.9 % NaCl 100 mL with furosemide 900 mg infusion,| 313002 | 727575 |,ml/hr,956874,diuretics
bumetanide (BUMEX) injection 0.25-1 mg,| 282486 |,mg,932745,diuretics
spironolactone (ALDACTONE) oral liquid 10 mg,| 198222 |,mg,970250,diuretics
chlorothiazide (DIURIL) 500 mg in sterile water 17.9 mL iv,| 107129 | 484152 |,mg,992590,diuretics
chlorothiazide (DIURIL) 460 mg in sterile water 16.43 mL IV,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 48 mg, mannitol 20 % 12 g in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 123 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
spironolactone (ALDACTONE) tablet 150 mg,| 198223 |,mg,970250,diuretics
hydroCHLOROthiazide (HYDRODIURIL) oral liquid 6.26 mg,| 197770 |,mg,974166,diuretics
"CISplatin (PLATINOL) 170 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
hydrochlorothiazide (HYDRODIURIL) oral liquid 50 mg,| 197770 |,mg,974166,diuretics
acetaZOLAMIDE (DIAMOX) oral liquid 500 mg,| 197304 |,mg,929435,diuretics
"CISplatin (PLATINOL) 118 mg, mannitol 19.6 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
chlorothiazide (DIURIL) 400 mg in sterile water 14.29 mL IV,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 158 mg, mannitol 20 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) injection,| 307702 |,mg,929435,diuretics
chlorthalidone (HYGROTON) tablet 25 mg,| 197499 |,mg,1395058,diuretics
furosemide (LASIX) injection 60 mg,| 727575 |,mg,956874,diuretics
acetaZOLAMIDE (DIAMOX) 50 mg in sterile water 0.5 mL IV syringe,| 107129 | 307702 |,mg,929435,diuretics
torsemide (DEMADEX) tablet 80 mg,| 198371 |,mg,942350,diuretics
"CISplatin (PLATINOL) 100 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL infusion",| 309311 | 311450 | 313002 |,ml/hr,994058,diuretics
bumetanide (BUMEX) injection 2 mg,| 282486 |,mg,932745,diuretics
"CISplatin (PLATINOL) 119 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL infusion",| 309311 | 311450 | 313002 |,ml/hr,994058,diuretics
"CISplatin (PLATINOL) 70 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
bumetanide (BUMEX) 12.5 mg in 50 mL infusion,| 282486 |,mg/hr,932745,diuretics
"CISplatin (PLATINOL) 130 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) tablet 100 mg,| 197732 | 310429 |,mg,956874,diuretics
mannitol 20 % infusion 28.2 g,| 6628 |,mg,994058,diuretics
torsemide (DEMADEX) tablet 100 mg,| 198371 |,mg,942350,diuretics
"CISplatin (PLATINOL) 51 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 83 mg, mannitol 13.8 g in 0.9 % NaCl 700 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
chlorothiazide (DIURIL) 110 mg in sterile water 3.93 mL IV,| 107129 | 484152 |,mg,992590,diuretics
chlorothiazide (DIURIL) 318.92 mg in sterile water 11.39 mL IV,| 107129 | 484152 |,mg,992590,diuretics
irbesartan-hydroCHLOROthiazide (AVALIDE) 300-12.5 MG per tablet 1 tablet,| 310793 |,tablet,974166,diuretics
furosemide (LASIX) 200 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,diuretics
furosemide (LASIX) tablet 50 mg,| 310429 |,mg,956874,diuretics
indapamide (LOZOL) tablet 1.25 mg,| 197816 |,mg,978555,diuretics
mannitol 20 % infusion 30 g,| 6628 |,mg,994058,diuretics
mannitol 20 % infusion 33.8 g,| 6628 |,mg,994058,diuretics
furosemide (LASIX) tablet 120 mg,| 197732 | 313988 |,mg,956874,diuretics
"CISplatin (PLATINOL) 118 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol injection 50 g,| 311450 |,mg,994058,diuretics
"CISplatin (PLATINOL) 46 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
olmesartan-hydroCHLOROthiazide (BENICAR HCT) 40-12.5 MG per tablet 1 Tablet,| 403854 |,tablet,974166,diuretics
moexipril-hydrochlorothiazide (UNIRETIC) 15-25 MG per tablet 1 Tablet,| 1299890 |,tablet,974166,diuretics
"CISplatin (PLATINOL) 168 mg, mannitol 5.61 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 116 mg, mannitol 15.4 g in D5W-0.45 % NaCl 1,200 mL chemo infusion",| 9863 | 309311 | 311450 |,mg,994058,diuretics
chlorothiazide (DIURIL) 161.56 mg in sterile water 5.77 mL IV,| 107129 | 484152 |,mg,992590,diuretics
mannitol injection 10 g,| 311450 |,mg,994058,diuretics
*indapamide (LOZOL) tablet 1.25 mg (patient supplied),| 197815 |,mg,978555,diuretics
chlorthalidone (HYGROTON) tablet 75 mg,| 197499 |,mg,1395058,diuretics
acetaZOLAMIDE (DIAMOX) 500 mg in 0.9 % NaCl IVPB,| 307702 | 313002 |,mg,929435,diuretics
mannitol 20 % infusion 64 g,| 6628 |,mg/kg,994058,diuretics
hydrochlorothiazide (HYDRODIURIL) tablet 25 mg,| 429503 |,mg,974166,diuretics
"CISplatin (PLATINOL) 112 mg, mannitol 18.6 g in 0.9 % NaCl 940 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol 15 g in 0.9 % NaCl 800 mL IV,| 311450 | 313002 |,mg,994058,diuretics
mannitol 20 % infusion 24 g,| 6628 |,mg,994058,diuretics
mannitol 20 % infusion 97 g,| 6628 |,mg,994058,diuretics
mannitol 16.7 g in 0.9 % NaCl 500 mL IV,| 311450 | 313002 |,mg,994058,diuretics
spironolactone (ALDACTONE) tablet 37.5 mg,| 313096 |,mg,970250,diuretics
mannitol 20 % infusion 28 g,| 6628 |,mg,994058,diuretics
bumetanide (BUMEX) tablet 3 mg,| 197418 |,mg,932745,diuretics
chlorothiazide (DIURIL) 417.2 mg in sterile water 14.9 mL iv,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 38 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol 20 % infusion 54 g,| 6628 |,mg,994058,diuretics
"valsartan (DIOVAN) 80 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 349199 |,tablet,974166,diuretics
Azilsartan-Chlorthalidone 40-25 MG TABS 1 capsule,| 1235151 |,capsule,1395058,diuretics
furosemide (LASIX) 5 mg in 0.9 % NaCl 5 mL IV solution,| 313002 | 727575 |,mg,956874,diuretics
mannitol 20 % infusion 12.5 g,| 6628 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) tablet 125 mg,| 197303 |,mg,929435,diuretics
furosemide (LASIX) injection 36.8 mg,| 727575 |,mg,956874,diuretics
Olmesartan-amLODIPine-HCTZ 40-10-25 MG TABS 1 Tablet,| 999991 |,tablet,974166,diuretics
"CISplatin (PLATINOL) 104 mg, mannitol 17.4 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
candesartan-hydroCHLOROthiazide (ATACAND HCT) 32-12.5 MG per tablet 1 tablet,| 578330 |,tablet,974166,diuretics
furosemide (LASIX) 100 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,ml/hr,956874,diuretics
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg combination",| 199903 | 314077 |,each,974166,diuretics
furosemide (LASIX) tablet 100 mg,| 310429 | 313988 |,mg,956874,diuretics
"losartan (COZAAR) 100 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 979492 |,each,974166,diuretics
furosemide (LASIX) 10 MG/ML injection,| 727575 |,mg,956874,diuretics
"CISplatin (PLATINOL) 48 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) 200 mg in sterile water 2 mL IV syringe,| 107129 | 307702 |,mg,929435,diuretics
"CISplatin (PLATINOL) 70 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) injection 5-20 mg,| 727575 |,mg,956874,diuretics
chlorthalidone (HYGROTEN) tablet 50 mg,| 197500 |,mg,1395058,diuretics
*telmisartan-hydroCHLOROthiazide (MICARDIS HCT) 40-12.5 MG per tablet 1 tablet - PATIENT SUPPLIED,| 283316 |,tablet,974166,diuretics
acetaZOLAMIDE (DIAMOX) 500 MG injection,| 307702 |,mg,929435,diuretics
furosemide (LASIX) 20 MG/2 ML oral liquid 40 mg,| 197730 |,mg,956874,diuretics
Inv aMILoride-hydroCHLOROthiazide 5-50mg tablet,| 977883 |,tablet,991382,diuretics
spironolactone (ALDACTONE) tablet 250 mg,| 198222 | 198223 |,mg,970250,diuretics
"CISplatin (PLATINOL) 45 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) tablet 375 mg,| 197304 |,mg,929435,diuretics
"CISplatin (PLATINOL) 89 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
indapamide (LOZOL) tablet 10 mg,| 197816 |,mg,978555,diuretics
"CISplatin (PLATINOL) 78 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol 20 % infusion 46 g,| 6628 |,mg,994058,diuretics
furosemide (LASIX) 200 mg in D5W 100 mL infusion,| 727575 | 1795621 |,mg/hr,956874,diuretics
bisoprolol-hydrochlorothiazide (ZIAC) 5-6.25 MG per tablet 2 Tablet,| 854919 |,tablet,974166,diuretics
mannitol 20 % infusion 12 g,| 6628 |,mg,994058,diuretics
mannitol 15.4 g in D5W-0.45 % NaCl 150 mL,| 9863 | 311450 |,mg,994058,diuretics
furosemide (LASIX) 40 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,diuretics
furosemide (LASIX) 100 mg in 0.9 % NaCl 50 mL infusion,| 313002 | 727575 |,mg/hr,956874,diuretics
furosemide (LASIX) solution 80 mg,| 197730 |,mg,956874,diuretics
"CISplatin (PLATINOL) 169 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol injection 17.5 g,| 311450 |,mg,994058,diuretics
"CISplatin (PLATINOL) 72 mg, mannitol 20 % in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 38 mg, mannitol 20 % 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
chlorothiazide (DIURIL) 380 mg in sterile water 13.57 mL IV,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 98 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
hydroCHLOROthiazide (HYDRODIURIL) oral liquid 7.5 mg,| 197770 |,mg,974166,diuretics
acetaZOLAMIDE (DIAMOX) 12 hr capsule 500 mg,| 562524 |,mg,929435,diuretics
bumetanide (BUMEX) tablet 1.5 mg,| 197418 |,mg,932745,diuretics
acetaZOLAMIDE (DIAMOX) 304 mg in sterile water 3.04 mL IV syringe,| 107129 | 307702 |,mg,929435,diuretics
mannitol injection,| 311450 |,ml,994058,diuretics
metolazone (ZAROXOLYN) tablet 10 mg,| 197978 |,mg,907013,diuretics
furosemide (LASIX) injection 160 mg,| 727575 |,mg,956874,diuretics
torsemide (DEMADEX) tablet 30 mg,| 198369 |,mg,942350,diuretics
mannitol 20 % infusion 68 g,| 6628 |,mg/kg,994058,diuretics
bumetanide (BUMEX) tablet 4-6 mg,| 197418 |,mg,932745,diuretics
furosemide (LASIX) 60 mg in 0.9 % NaCl 50 mL ivpb,| 313002 | 727575 |,mg,956874,diuretics
chlorothiazide (DIURIL) suspension 240 mg,| 309198 |,mg,992590,diuretics
furosemide (LASIX) oral solution 30 mg,| 197730 |,mg,956874,diuretics
furosemide (LASIX) 10 MG/ML solution 40 mg,| 197730 |,mg,956874,diuretics
chlorothiazide (DIURIL) suspension 125 mg,| 309198 |,mg,992590,diuretics
"CISplatin (PLATINOL) 59 mg, mannitol 20 % 12 g in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
mannitol 20 % infusion 70 g,| 6628 |,mg,994058,diuretics
quinapril-hydroCHLOROthiazide (ACCURETIC) 20-12.5 MG per tablet 1 tablet,| 310797 |,tablet,974166,diuretics
triamterene-hydrochlorothiazide (DYAZIDE) 37.5-25 MG each 1 Each,| 198316 |,each,974166,diuretics
"CISplatin (PLATINOL) 42 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) tablet 240 mg,| 313988 |,mg,956874,diuretics
"CISplatin (PLATINOL) 49 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 109 mg, mannitol 18.2 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 98 mg, mannitol 20 % 12 g in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
hydrochlorothiazide (HYDRODIURIL) tablet 150 mg,| 197770 |,mg,974166,diuretics
"CISplatin (PLATINOL) 210 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
mannitol 17 g in D5W-0.45 % NaCl 820 mL IV,| 9863 | 311450 |,mg,994058,diuretics
hydroCHLOROthiazide (HYDRODIURIL) oral liquid 12.5 mg,| 197770 |,mg,974166,diuretics
"mannitol 19.2 g in 0.9 % NaCl 1,000 mL IV",| 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) 250 mg in sterile water 2.5 mL IV syringe,| 107129 | 307702 |,mg,929435,diuretics
metOLazone (ZAROXOLYN) tablet 7.5 mg,| 197979 |,mg,907013,diuretics
"CISplatin (PLATINOL) 46 mg, mannitol 20 % in 0.9 % NaCl 500 mL chemo infusion",| 6628 | 309311 | 313002 |,mg,994058,diuretics
mannitol 16 g in D5W-0.45 % NaCl IV,| 9863 | 311450 |,mg,994058,diuretics
chlorothiazide (DIURIL) tablet 125 mg,| 197475 |,mg,992590,diuretics
furosemide (LASIX) 400 mg in D5W 100 mL infusion,| 727575 | 1795621 |,mg/hr,956874,diuretics
chlorothiazide (DIURIL) tablet 250 mg,| 197475 |,mg,992590,diuretics
"CISplatin (PLATINOL) 54 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"acetaZOLAMIDE ER (DIAMOX) 12 hr capsule 1,000 mg",| 562524 |,mg,929435,diuretics
"CISplatin (PLATINOL) 127 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
chlorothiazide (DIURIL) suspension 98 mg,| 309198 |,mg,992590,diuretics
acetaZOLAMIDE (DIAMOX) 25 MG/ML liquid 500 mg,| 197304 |,mg,929435,diuretics
chlorthalidone (HYGROTEN) tablet 15 mg,| 197498 |,mg,1395058,diuretics
"CISplatin (PLATINOL) 30 mg, mannitol 8 g in D5W-0.45 % NaCl 800 mL chemo infusion",| 9863 | 309311 | 311450 |,mg,994058,diuretics
spironolactone (ALDACTONE) oral liquid 13 mg,| 198222 |,mg,970250,diuretics
torsemide (DEMADEX) tablet 5 mg,| 198372 |,mg,942350,diuretics
mannitol 13.5 g in 0.9 % NaCl 700 mL IV,| 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) 600 mg in 0.9 % NaCl 150 mL infusion,| 313002 | 727575 |,mg/hr,956874,diuretics
furosemide (LASIX) 20 MG/ML injection 40 mg,| 727575 |,mg,956874,diuretics
"CISplatin (PLATINOL) 45 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 167 mg, mannitol 5.6 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 119 mg, mannitol 12.5 g in 0.9 % NaCl 1,000 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) injection 36.9 mg,| 727575 |,mg,956874,diuretics
chlorothiazide (DIURIL) 100 mg in sterile water 3.57 mL IV,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 57 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
"CISplatin (PLATINOL) 129 mg, mannitol 17.2 g in D5W-0.45 % NaCl 1,200 mL chemo infusion",| 9863 | 309311 | 311450 |,mg,994058,diuretics
furosemide (LASIX) oral solution 25 mg,| 197730 |,mg,956874,diuretics
furosemide (LASIX) 500 mg in 50 mL**High Conc** infusion,| 727575 |,mg/hr,956874,diuretics
bumetanide (BUMEX) injection 0.5-1 mg,| 282486 |,mg,932745,diuretics
furosemide (LASIX) nebulizer solution 40 mg,| 312997 | 727575 |,mg,956874,diuretics
*patient own medication bisoprolol- HCTZ 10-6.25,| 854908 |,tablet,974166,diuretics
mannitol 20 % infusion 85.2 g,| 6628 |,mg,994058,diuretics
chlorothiazide (DIURIL) 550 mg in sterile water 19.64 mL IV,| 107129 | 484152 |,mg,992590,diuretics
bumetanide (BUMEX) injection 2.64 mg,| 282486 |,mg,932745,diuretics
amLODIPine-Valsartan-HCTZ 10-160-25 MG TABS 1 Tablet,| 848151 |,tablet,974166,diuretics
"mannitol 20.3 g in 0.9 % NaCl 1,000 mL IV",| 311450 | 313002 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) oral liquid 330 mg,| 197304 |,mg,929435,diuretics
chlorothiazide (DIURIL) 86.8 mg in sterile water 3.1 mL IV,| 107129 | 484152 |,mg,992590,diuretics
"CISplatin (PLATINOL) 43 mg, mannitol 12.5 g in 0.9 % NaCl 500 mL chemo infusion",| 309311 | 311450 | 313002 |,mg,994058,diuretics
furosemide (LASIX) injection 40 mg,| 727575 |,mg,956874,diuretics
Mannitol (GU Irrigant) SOLN,| 311451 |,ml,994058,diuretics
mannitol injection 85 g,| 311450 |,mg,994058,diuretics
acetaZOLAMIDE (DIAMOX) tablet 500 mg,| 197304 |,mg,929435,diuretics
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 314077 |,tablet,974166,diuretics
furosemide (LASIX) injection 180 mg,| 727575 |,mg,956874,diuretics
